,,,,,,,,,,,,,,,,,,,,,,,m,,Mg C ha-1,Mg C ha-1,Mg C ha-1,Mg C ha-1 yr-1,yr
Tam and Wong 1998,,Y,in,"N. Tam, City University of Hong Kong",NFYT98 Transect B Core 10,M1367,Three Fathoms Cove,Hong Kong,22.423197,114.270546,22.423197,114.270546,estimated from GE,50,,central,,marine,,,,1990,0.01,N,,,,,
Tam and Wong 1998,,Y,in,"N. Tam, City University of Hong Kong",NFYT98 Transect B Core 11,M1368,Three Fathoms Cove,Hong Kong,22.423208,114.270488,22.423208,114.270488,estimated from GE,50,,central,,marine,,,,1990,0.01,N,,,,,
Vasconcelos et al 2014,,Y,out,"A. F. D'Andrea, alexandre.dandrea@ifpb.edu.br",AFD14 Point 1,M1369,Paraiba Estuary,Brazil,-7.086621,-34.882555,-7.08702427,-34.88311291,estimated from GE,10,,outer,,riverine,,,,2013,0.40,N,,,,,
Vasconcelos et al 2014,,Y,out,"A. F. D'Andrea, alexandre.dandrea@ifpb.edu.br",AFD14 Point 2,M1370,Paraiba Estuary,Brazil,-7.081431,-34.872431,-7.081427582,-34.8723208,estimated from GE,10,,outer,,riverine,,,,2013,0.40,N,,,,,
Vasconcelos et al 2014,,Y,in,"A. F. D'Andrea, alexandre.dandrea@ifpb.edu.br",AFD14 Point 3,M1371,Paraiba Estuary,Brazil,-7.067292,-34.86505,-7.067292,-34.86505,estimated from GE,15,,outer,,riverine,,,,2013,0.40,N,,,,,
Vasconcelos et al 2014,,Y,out,"A. F. D'Andrea, alexandre.dandrea@ifpb.edu.br",AFD14 Point 4,M1372,Paraiba Estuary,Brazil,-7.061822,-34.857701,-7.061589594,-34.85771478,estimated from GE,15,,outer,,riverine,,,,2013,0.40,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 Y1 Core 1,M1373,Yap,Federated States of Micronesia,9.556625,138.179664,9.556625,138.179664,estimated from GE,25,short,outer,,marine,,,,2009,1.17,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 Y1 Core 2,M1374,Yap,Federated States of Micronesia,9.556432,138.179795,9.556432,138.179795,estimated from GE,25,short,outer,,marine,,,,2009,1.18,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 Y1 Core 3,M1375,Yap,Federated States of Micronesia,9.556222,138.179919,9.556222,138.179919,estimated from GE,25,short,outer/central,,marine,,,,2009,1.43,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 Y1 Core 4,M1376,Yap,Federated States of Micronesia,9.556016,138.180035,9.556016,138.180035,estimated from GE,25,short,central,,marine,,,,2009,1.67,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 Y1 Core 5,M1377,Yap,Federated States of Micronesia,9.555805,138.180144,9.555805,138.180144,estimated from GE,25,short,central,,marine,,,,2009,1.67,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 Y1 Core 6,M1378,Yap,Federated States of Micronesia,9.555611,138.180246,9.555611,138.180246,estimated from GE,25,short,central,,marine,,,,2009,1.54,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 G1,M1379,Ganges-Brahmaputra Delta,Bangladesh,22.255528,89.630109,22.255528,89.630109,estimated from GE,62.5,short,outer,,riverine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 J1 Core 1,M1380,Java,Indonesia,-7.712938,108.958279,-7.712938,108.958279,estimated from GE,25,short,outer,,estuarine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 J1 Core 2,M1381,Java,Indonesia,-7.712782,108.958437,-7.712782,108.958437,estimated from GE,25,short,outer/central,,estuarine,,,,2009,1.23,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 J1 Core 3,M1382,Java,Indonesia,-7.712626,108.958608,-7.712626,108.958608,estimated from GE,25,short,outer/central,,estuarine,,,,2009,1.20,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 J1 Core 4,M1383,Java,Indonesia,-7.712473,108.958768,-7.712473,108.958768,estimated from GE,25,short,outer/central,,estuarine,,,,2009,1.24,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 J1 Core 5,M1384,Java,Indonesia,-7.712312,108.958924,-7.712312,108.958924,estimated from GE,25,short,outer/central,,estuarine,,,,2009,0.82,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 J1 Core 6,M1385,Java,Indonesia,-7.712159,108.959072,-7.712159,108.959072,estimated from GE,25,short,outer/central,,estuarine,,,,2009,1.00,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",out,"D. C. Donato, ddonato@wisc.edu",DCD11 J2 Core 1,M1386,Java,Indonesia,-7.723927,108.970647,-7.724053267,108.9706711,estimated from GE,25,short,outer,,estuarine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 J2 Core 2,M1387,Java,Indonesia,-7.724096,108.970493,-7.724096,108.970493,estimated from GE,25,short,outer,,estuarine,,,,2009,1.86,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 J2 Core 3,M1388,Java,Indonesia,-7.724275,108.970333,-7.724275,108.970333,estimated from GE,25,short,outer,,estuarine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 J2 Core 4,M1389,Java,Indonesia,-7.724442,108.970187,-7.724442,108.970187,estimated from GE,25,short,outer,,estuarine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 J2 Core 5,M1390,Java,Indonesia,-7.724601,108.970036,-7.724601,108.970036,estimated from GE,25,short,outer/central,,estuarine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 J2 Core 6,M1391,Java,Indonesia,-7.724746,108.969865,-7.724746,108.969865,estimated from GE,25,short,central,,estuarine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",out,"D. C. Donato, ddonato@wisc.edu",DCD11 S1 Core 1,M1392,Mantehage Island,Indonesia,1.749986,124.736075,1.749989442,124.7362059,estimated from GE,25,short,outer,,marine,,,,2009,0.33,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S1 Core 2,M1393,Mantehage Island,Indonesia,1.749853,124.736271,1.749853,124.736271,estimated from GE,25,short,outer,,marine,,,,2009,0.65,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S1 Core 3,M1394,Mantehage Island,Indonesia,1.749698,124.736444,1.749698,124.736444,estimated from GE,25,short,outer,,marine,,,,2009,0.94,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S1 Core 4,M1395,Mantehage Island,Indonesia,1.749538,124.736617,1.749538,124.736617,estimated from GE,25,short,outer,,marine,,,,2009,1.06,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S1 Core 5,M1396,Mantehage Island,Indonesia,1.749389,124.736802,1.749389,124.736802,estimated from GE,25,short,outer,,marine,,,,2009,1.03,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S1 Core 6,M1397,Mantehage Island,Indonesia,1.749256,124.736983,1.749256,124.736983,estimated from GE,25,short,outer,,marine,,,,2009,1.16,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S2 Core 1,M1398,Mantehage Island,Indonesia,1.694615,124.958689,1.694615,124.958689,estimated from GE,25,short,outer,,marine/estuarine,,,,2009,0.78,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S2 Core 2,M1399,Mantehage Island,Indonesia,1.694704,124.95888,1.694704,124.95888,estimated from GE,25,short,outer,,marine/estuarine,,,,2009,0.35,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S2 Core 3,M1400,Mantehage Island,Indonesia,1.694804,124.959076,1.694804,124.959076,estimated from GE,25,short,outer,,marine/estuarine,,,,2009,0.39,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S2 Core 4,M1401,Mantehage Island,Indonesia,1.694914,124.959272,1.694914,124.959272,estimated from GE,25,short,outer,,marine/estuarine,,,,2009,0.60,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S2 Core 5,M1402,Mantehage Island,Indonesia,1.695066,124.959448,1.695066,124.959448,estimated from GE,25,short,outer,,marine/estuarine,,,,2009,0.36,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S2 Core 6,M1403,Mantehage Island,Indonesia,1.695229,124.959609,1.695229,124.959609,estimated from GE,25,short,outer,,marine/estuarine,,,,2009,0.43,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S3 Core 1,M1404,Mantehage Island,Indonesia,1.738015,124.754704,1.738015,124.754704,estimated from GE,25,short,outer,Y,estuarine/marine,,,,2009,0.89,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S3 Core 2,M1405,Mantehage Island,Indonesia,1.737832,124.754868,1.737832,124.754868,estimated from GE,25,short,outer,Y,estuarine/marine,,,,2009,1.20,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S3 Core 3,M1406,Mantehage Island,Indonesia,1.737644,124.755015,1.737644,124.755015,estimated from GE,25,short,outer,Y,estuarine/marine,,,,2009,1.20,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S3 Core 4,M1407,Mantehage Island,Indonesia,1.737467,124.755168,1.737467,124.755168,estimated from GE,25,short,outer,Y,estuarine/marine,,,,2009,1.10,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S3 Core 5,M1408,Mantehage Island,Indonesia,1.737306,124.755322,1.737306,124.755322,estimated from GE,25,short,outer,Y,estuarine/marine,,,,2009,1.49,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S3 Core 6,M1409,Mantehage Island,Indonesia,1.737173,124.755515,1.737173,124.755515,estimated from GE,25,short,outer,Y,estuarine/marine,,,,2009,1.40,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",out,"D. C. Donato, ddonato@wisc.edu",DCD11 S4 Core 1,M1410,Sulawesi,Indonesia,1.567413,124.803668,1.567413,124.8038333,estimated from GE,25,short,outer,,marine,,,,2009,0.59,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S4 Core 2,M1411,Sulawesi,Indonesia,1.567428,124.8039,1.567428,124.8039,estimated from GE,25,short,outer,,marine,,,,2009,1.02,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S4 Core 3,M1412,Sulawesi,Indonesia,1.567422,124.804131,1.567422,124.804131,estimated from GE,25,short,outer,,marine,,,,2009,1.19,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S4 Core 4,M1413,Sulawesi,Indonesia,1.567413,124.804363,1.567413,124.804363,estimated from GE,25,short,outer/central,,marine,,,,2009,0.93,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S4 Core 5,M1414,Sulawesi,Indonesia,1.567419,124.804602,1.567419,124.804602,estimated from GE,25,short,central,,marine,,,,2009,1.27,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S4 Core 6,M1415,Sulawesi,Indonesia,1.567394,124.804827,1.567394,124.804827,estimated from GE,25,short,central,,marine,,,,2009,1.20,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",out,"D. C. Donato, ddonato@wisc.edu",DCD11 Y2 Core 1,M1416,Yap,Federated States of Micronesia,9.514237,138.1492,9.514461169,138.1492207,estimated from GE,25,medium,outer,,marine,,,,2009,0.73,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 Y2 Core 2,M1417,Yap,Federated States of Micronesia,9.514428,138.149299,9.514428,138.149299,estimated from GE,25,medium,outer,,marine,,,,2009,1.00,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 Y2 Core 3,M1418,Yap,Federated States of Micronesia,9.514634,138.149372,9.514634,138.149372,estimated from GE,25,medium,outer,,marine,,,,2009,1.20,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 Y2 Core 4,M1419,Yap,Federated States of Micronesia,9.514834,138.149465,9.514834,138.149465,estimated from GE,25,medium,central,,marine,,,,2009,1.65,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 Y2 Core 5,M1420,Yap,Federated States of Micronesia,9.51504,138.149544,9.51504,138.149544,estimated from GE,25,medium,central,,marine,,,,2009,1.17,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 Y2 Core 6,M1421,Yap,Federated States of Micronesia,9.515246,138.149629,9.515246,138.149629,estimated from GE,25,medium,central,,marine,,,,2009,1.66,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S5 Core 1,M1422,Sulawesi,Indonesia,1.296033,124.506866,1.296033,124.506866,estimated from GE,25,medium,outer,,marine,,,,2009,0.70,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S5 Core 2,M1423,Sulawesi,Indonesia,1.296242,124.506899,1.296242,124.506899,estimated from GE,25,medium,outer,,marine,,,,2009,0.72,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S5 Core 3,M1424,Sulawesi,Indonesia,1.296468,124.506936,1.296468,124.506936,estimated from GE,25,medium,outer,,marine,,,,2009,0.82,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S5 Core 4,M1425,Sulawesi,Indonesia,1.296686,124.506977,1.296686,124.506977,estimated from GE,25,medium,outer,,marine,,,,2009,0.96,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S5 Core 5,M1426,Sulawesi,Indonesia,1.296912,124.506981,1.296912,124.506981,estimated from GE,25,medium,outer,,marine,,,,2009,0.60,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S5 Core 6,M1427,Sulawesi,Indonesia,1.297125,124.507001,1.297125,124.507001,estimated from GE,25,medium,central/outer,,marine,,,,2009,1.00,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",out,"D. C. Donato, ddonato@wisc.edu",DCD11 S6 Core 1,M1428,Sulawesi,Indonesia,1.372336,124.550806,1.372212057,124.5508267,estimated from GE,25,medium,outer,Y,marine,Y,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S6 Core 2,M1429,Sulawesi,Indonesia,1.372137,124.550926,1.372137,124.550926,estimated from GE,25,medium,outer,Y,marine,Y,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S6 Core 3,M1430,Sulawesi,Indonesia,1.371924,124.551032,1.371924,124.551032,estimated from GE,25,medium,outer,Y,marine,Y,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S6 Core 4,M1431,Sulawesi,Indonesia,1.371714,124.551144,1.371714,124.551144,estimated from GE,25,medium,outer/central,Y,marine,Y,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S6 Core 5,M1432,Sulawesi,Indonesia,1.371512,124.551254,1.371512,124.551254,estimated from GE,25,medium,outer/central,Y,marine,Y,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 S6 Core 6,M1433,Sulawesi,Indonesia,1.371329,124.551394,1.371329,124.551394,estimated from GE,25,medium,outer/central,Y,marine,Y,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 G2,M1434,Ganges-Brahmaputra Delta,Bangladesh,22.31942,89.62878,22.31942,89.62878,estimated from GE,62.5,medium,outer,Y,riverine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 B1 Core 1,M1435,Central Kalimantan,Indonesia,-2.736828,111.737753,-2.736828,111.737753,estimated from GE,25,medium,outer,,riverine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 B1 Core 2,M1436,Central Kalimantan,Indonesia,-2.736947,111.737944,-2.736947,111.737944,estimated from GE,25,medium,outer,,riverine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 B1 Core 3,M1437,Central Kalimantan,Indonesia,-2.737079,111.73812,-2.737079,111.73812,estimated from GE,25,medium,outer,,riverine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 B1 Core 4,M1438,Central Kalimantan,Indonesia,-2.737212,111.738302,-2.737212,111.738302,estimated from GE,25,medium,outer,,riverine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 B1 Core 5,M1439,Central Kalimantan,Indonesia,-2.737367,111.738471,-2.737367,111.738471,estimated from GE,25,medium,central/outer,,riverine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 B1 Core 6,M1440,Central Kalimantan,Indonesia,-2.737514,111.738647,-2.737514,111.738647,estimated from GE,25,medium,central,,riverine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 K1 Core 1,M1441,Kosrae,Federated States of Micronesia,5.349214,162.9629,5.349214,162.9629,estimated from GE,25,tall,outer,,marine/estuarine,,,,2009,1.48,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 K1 Core 2,M1442,Kosrae,Federated States of Micronesia,5.349197,162.963133,5.349197,162.963133,estimated from GE,25,tall,outer,,marine/estuarine,,,,2009,0.40,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 K1 Core 3,M1443,Kosrae,Federated States of Micronesia,5.34918,162.96336,5.34918,162.96336,estimated from GE,25,tall,outer,,marine/estuarine,,,,2009,0.46,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 K1 Core 4,M1444,Kosrae,Federated States of Micronesia,5.34918,162.963581,5.34918,162.963581,estimated from GE,25,tall,outer,,marine/estuarine,,,,2009,0.55,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 K1 Core 5,M1445,Kosrae,Federated States of Micronesia,5.349183,162.963803,5.349183,162.963803,estimated from GE,25,tall,outer,,marine/estuarine,,,,2009,0.91,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 K1 Core 6,M1446,Kosrae,Federated States of Micronesia,5.349191,162.964016,5.349191,162.964016,estimated from GE,25,tall,outer,,marine/estuarine,,,,2009,0.64,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 K2 Core 1,M1447,Kosrae,Federated States of Micronesia,5.282058,162.9641,5.282058,162.9641,estimated from GE,25,tall,outer,,estuarine,,,,2009,2.60,Y,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 K2 Core 2,M1448,Kosrae,Federated States of Micronesia,5.282275,162.964022,5.282275,162.964022,estimated from GE,25,tall,outer,,estuarine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 K2 Core 3,M1449,Kosrae,Federated States of Micronesia,5.282483,162.963947,5.282483,162.963947,estimated from GE,25,tall,outer,,estuarine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 K2 Core 4,M1450,Kosrae,Federated States of Micronesia,5.282686,162.963858,5.282686,162.963858,estimated from GE,25,tall,outer,,estuarine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 K2 Core 5,M1451,Kosrae,Federated States of Micronesia,5.282883,162.963763,5.282883,162.963763,estimated from GE,25,tall,outer,,estuarine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 K2 Core 6,M1452,Kosrae,Federated States of Micronesia,5.2831,162.963705,5.2831,162.963705,estimated from GE,25,tall,outer,,estuarine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 K3 Core 1,M1453,Kosrae,Federated States of Micronesia,5.326398,162.9448,5.326398,162.9448,estimated from GE,25,tall,outer,,estuarine/marine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",in,"D. C. Donato, ddonato@wisc.edu",DCD11 K3 Core 2,M1454,Kosrae,Federated States of Micronesia,5.326282,162.945025,5.326282,162.945025,estimated from GE,25,tall,outer,,estuarine/marine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",out,"D. C. Donato, ddonato@wisc.edu",DCD11 K3 Core 3,M1455,Kosrae,Federated States of Micronesia,5.326173,162.945231,5.325946686,162.9448522,estimated from GE,25,tall,outer,,estuarine/marine,,,,2009,3.00,N,,,,,
Donato et al 2011,,"Y, with fuzzy location",out,"D. C. Donato, ddonato@wisc.edu",DCD11 K3 Core 4,M1456,Kosrae,Federated States of Micronesia,5.326051,162.945431,5.325824686,162.9450522,estimated from GE,25,tall,central,,estuarine/marine,,,,2009,3.00,N,,,,,
